Date,Open,High,Low,Close,Adj Close,Volume
2023-08-07,101.667000,101.888000,101.400002,101.524002,101.524002,370
2023-08-08,101.445000,101.518997,101.190002,101.144997,101.144997,708
2023-08-09,101.869003,102.278000,101.000000,101.078003,101.078003,2033
2023-08-10,101.458000,101.500000,101.300003,101.514000,101.514000,639
2023-08-11,101.057999,101.302002,100.800003,100.863998,100.863998,3975
2023-08-14,101.033997,101.527000,101.033997,101.341003,101.341003,216
2023-08-15,101.417000,101.417000,100.300003,100.500999,100.500999,174
2023-08-16,100.328003,100.640999,100.239998,100.466003,100.466003,52
2023-08-17,100.228996,100.267998,99.980003,99.928001,99.928001,563
2023-08-18,99.334000,99.441002,98.739998,99.093002,99.093002,455
2023-08-21,99.341003,99.646004,99.160004,99.102997,99.102997,995
2023-08-22,99.671997,100.390999,99.426003,100.045998,100.045998,126
2023-08-23,100.144997,100.755997,100.144997,100.733002,100.733002,53
2023-08-24,101.685997,101.862999,100.699997,100.501999,100.501999,1074
2023-08-25,100.299004,100.721001,100.000000,100.315002,100.315002,424
2023-08-28,100.908997,101.334000,100.874001,101.198997,101.198997,209
2023-08-29,101.594002,101.672997,101.504997,101.970001,101.970001,550
2023-08-30,102.176003,102.236000,101.789001,101.804001,101.804001,192
2023-08-31,102.184998,102.962997,102.184998,102.693001,102.693001,660
2023-09-01,102.625000,103.209000,102.625000,103.189003,103.189003,171
2023-09-04,103.616997,103.736000,103.299004,103.278999,103.278999,173
2023-09-05,103.113998,103.859001,102.647003,103.691002,103.691002,537
2023-09-06,103.059998,103.223999,102.858002,102.858002,102.858002,1051
2023-09-07,102.431000,102.731003,102.431000,102.388000,102.388000,394
2023-09-08,102.591003,102.705002,102.358002,102.700996,102.700996,115
2023-09-11,102.839996,103.183998,102.800003,102.824997,102.824997,272
2023-09-12,103.149002,103.238998,102.820000,102.867996,102.867996,287
2023-09-13,102.624001,102.981003,102.320000,102.785004,102.785004,293
2023-09-14,102.938004,104.220001,102.919998,104.179001,104.179001,558
2023-09-15,104.616997,104.744003,103.879997,103.633003,103.633003,270
2023-09-18,103.660004,103.695999,103.279999,103.188004,103.188004,1043
2023-09-19,103.183998,103.444000,102.919998,102.656998,102.656998,312
2023-09-20,103.008003,103.150002,102.772003,103.025002,103.025002,252
2023-09-21,102.302002,102.663002,101.609001,101.319000,101.319000,2730
2023-09-22,101.085999,101.603996,101.000000,101.431000,101.431000,931
2023-09-25,101.111000,101.199997,100.815002,101.392998,101.392998,821
2023-09-26,101.053001,101.138000,100.699997,100.575996,100.575996,1363
2023-09-27,100.830002,101.147003,100.830002,100.844002,100.844002,996
2023-09-28,101.107002,101.107002,100.500000,100.875000,100.875000,62
2023-09-29,101.124001,101.513000,101.108002,101.225998,101.225998,860
2023-10-02,101.110001,101.280998,100.869003,101.095001,101.095001,1073
2023-10-03,100.954002,101.323997,99.900002,99.920998,99.920998,1910
2023-10-04,99.218002,99.694000,99.199997,99.515999,99.515999,751
2023-10-05,99.847000,100.049004,99.444000,99.405998,99.405998,417
2023-10-06,99.925003,100.097000,99.410004,99.949997,99.949997,850
2023-10-09,100.417000,100.519997,100.138000,100.495003,100.495003,286
2023-10-10,101.461998,102.028000,101.269997,101.981003,101.981003,2414
2023-10-11,101.606003,102.007004,101.606003,101.625999,101.625999,422
2023-10-12,102.267998,102.529999,102.267998,102.361000,102.361000,299
2023-10-13,102.151001,102.151001,101.680000,101.628998,101.628998,351
2023-10-16,101.843002,102.290001,101.424004,102.177002,102.177002,620
2023-10-17,102.046997,102.046997,101.630997,101.799004,101.799004,49
2023-10-18,101.573997,101.954002,101.339996,101.237000,101.237000,377
2023-10-19,100.522003,100.639999,100.000000,100.095001,100.095001,677
2023-10-20,99.205002,99.875999,98.500000,98.432999,98.432999,2501
2023-10-23,98.411003,98.637001,97.556000,98.070999,98.070999,2683
2023-10-24,97.817001,98.655998,97.779999,98.749001,98.749001,317
2023-10-25,98.461998,98.760002,98.300003,98.304001,98.304001,457
2023-10-26,97.297997,97.906998,97.271004,97.551003,97.551003,303
2023-10-27,97.421997,97.680000,96.875000,96.968002,96.968002,2157
2023-10-30,97.405998,97.521004,96.820000,96.853996,96.853996,744
2023-10-31,96.938004,97.570999,96.911003,97.556999,97.556999,548
2023-11-01,97.978996,98.870003,97.900002,98.686996,98.686996,159
2023-11-02,99.268997,99.739998,99.250000,100.073997,100.073997,472
2023-11-03,100.484001,100.762001,100.162003,100.695000,100.695000,545
2023-11-06,100.821999,100.821999,100.599998,100.586998,100.586998,1132
2023-11-07,100.500000,101.101997,100.361000,101.045998,101.045998,1118
2023-11-08,100.821999,101.203003,100.661003,100.660004,100.660004,2216
2023-11-09,100.922997,101.300003,100.919998,101.060997,101.060997,357
2023-11-10,100.728996,100.728996,100.379997,100.844002,100.844002,592
2023-11-13,101.272003,101.592003,101.249001,101.439003,101.439003,522
2023-11-14,101.441002,102.240997,101.320999,102.176003,102.176003,370
2023-11-15,102.318001,102.750000,102.318001,102.602997,102.602997,435
2023-11-16,102.418999,102.734001,101.892998,101.877998,101.877998,512
2023-11-17,102.540001,102.713997,102.199997,102.230003,102.230003,819
2023-11-20,102.250999,102.250999,102.070000,102.358002,102.358002,262
2023-11-21,102.524002,102.529999,102.300003,102.387001,102.387001,205
2023-11-22,102.572998,103.295998,102.572998,103.182999,103.182999,357
2023-11-23,103.049004,103.262001,103.000000,103.135002,103.135002,217
2023-11-24,102.984001,103.102997,102.830002,102.899002,102.899002,700
2023-11-27,102.675003,102.964996,102.497002,102.695999,102.695999,1642
2023-11-28,102.653999,102.712997,102.252998,102.512001,102.512001,1278
2023-11-29,102.503998,103.000000,102.468002,102.679001,102.679001,155
2023-11-30,103.063004,103.500000,103.000000,103.134003,103.134003,543
2023-12-01,103.578003,104.139999,103.391998,104.134003,104.134003,2200
2023-12-04,104.227997,104.317001,103.980003,104.012001,104.012001,412
2023-12-05,104.001999,104.553001,103.752998,104.553001,104.553001,251
2023-12-06,104.785004,105.070000,104.750000,104.785004,104.785004,1920
2023-12-07,104.482002,104.699997,104.338997,104.648003,104.648003,1776
2023-12-08,104.823997,105.455002,104.823997,105.258003,105.258003,419
2023-12-11,105.500000,105.805000,105.300003,105.849998,105.849998,1019
2023-12-12,106.099998,106.099998,105.431999,105.586998,105.586998,751
2023-12-13,106.004997,106.068001,105.919998,105.920998,105.920998,143
2023-12-14,106.754997,106.931999,106.000000,106.004997,106.004997,513
2023-12-15,106.388000,106.800003,106.366997,106.706001,106.706001,671
2023-12-18,106.671997,106.978996,106.521004,106.794998,106.794998,5921
2023-12-19,106.892998,107.209999,106.699997,106.892998,106.892998,559
2023-12-20,107.222000,107.558998,106.966003,107.133003,107.133003,1077
2023-12-21,106.580002,106.599998,106.192001,106.369003,106.369003,1152
2023-12-22,106.363998,106.870003,106.114998,106.838997,106.838997,1405
2023-12-27,106.839996,107.177002,106.230003,106.378998,106.378998,2158
2023-12-28,106.946999,107.044998,106.599998,106.898003,106.898003,787
2023-12-29,107.533997,107.794998,106.800003,106.941002,106.941002,3044
2024-01-02,107.444000,107.610001,106.874001,107.008003,107.008003,2193
2024-01-03,107.022003,107.022003,106.564003,106.573997,106.573997,550
2024-01-04,106.709999,106.709999,106.199997,106.683998,106.683998,1178
2024-01-05,106.255997,106.611000,106.000000,106.524002,106.524002,1723
2024-01-08,106.242996,106.377998,106.000000,106.526001,106.526001,659
2024-01-09,107.195000,107.209999,106.684998,107.136002,107.136002,606
2024-01-10,107.258003,107.404999,107.099998,107.083000,107.083000,698
2024-01-11,107.804001,107.862999,106.793999,106.766998,106.766998,1753
2024-01-12,107.304001,107.942001,107.304001,107.646004,107.646004,613
2024-01-15,107.712997,107.800003,107.500000,107.515999,107.515999,1601
2024-01-16,107.130997,107.870003,107.053001,107.670998,107.670998,2261
2024-01-17,106.764000,106.873001,106.500000,106.725998,106.725998,1624
2024-01-18,106.750999,107.348000,106.690002,107.235001,107.235001,3372
2024-01-19,107.708000,107.873001,107.529999,107.751999,107.751999,671
2024-01-22,108.413002,108.852997,108.400002,108.531998,108.531998,623
2024-01-23,108.626999,109.095001,108.454002,109.019997,109.019997,1393
2024-01-24,109.489998,109.658997,109.315002,109.658997,109.658997,4210
2024-01-25,109.331001,110.012001,109.183998,110.009003,110.009003,865
2024-01-26,109.903999,110.271004,109.699997,110.021004,110.021004,6259
2024-01-29,110.441002,110.694000,110.331001,110.546997,110.546997,1889
2024-01-30,110.907997,110.985001,110.524002,110.681000,110.681000,3731
2024-01-31,110.787003,110.837997,110.066002,110.196999,110.196999,3647
2024-02-01,110.205002,110.419998,109.671997,109.789001,109.789001,3960
2024-02-02,110.717003,111.273003,110.611000,111.258003,111.258003,6194
2024-02-05,111.517998,111.872002,111.349998,111.640999,111.640999,3065
2024-02-06,112.003998,112.139999,111.800003,112.054001,112.054001,1483
2024-02-07,112.084999,112.671997,111.980003,112.551003,112.551003,2809
2024-02-08,112.640999,112.750999,112.400002,112.467003,112.467003,4932
2024-02-09,112.642998,112.875000,112.462997,112.699997,112.699997,2944
2024-02-12,112.956001,113.540001,112.760002,113.530998,113.530998,1486
2024-02-13,113.344002,113.344002,112.205002,112.460999,112.460999,1369
2024-02-14,112.626999,113.031998,112.599998,112.813004,112.813004,2872
2024-02-15,113.417999,113.539001,113.000000,113.167999,113.167999,648
2024-02-16,113.861000,114.349998,113.399002,113.691002,113.691002,2913
2024-02-19,113.417999,113.627998,113.337997,113.541000,113.541000,2002
2024-02-20,113.350998,113.351997,112.500000,112.608002,112.608002,2429
2024-02-21,112.610001,112.657997,112.360001,112.455002,112.455002,1156
2024-02-22,113.487000,114.195000,113.217003,114.150002,114.150002,327
2024-02-23,114.444000,114.848000,114.339996,114.669998,114.669998,442
2024-02-26,114.404999,114.405998,114.017998,114.260002,114.260002,3318
2024-02-27,114.111000,114.188004,113.818001,114.008003,114.008003,1382
2024-02-28,114.251999,114.251999,113.778000,114.002998,114.002998,1151
2024-02-29,113.966003,114.362999,113.608002,114.288002,114.288002,1513
2024-03-01,114.941002,115.154999,114.541000,115.089996,115.089996,1581
2024-03-04,115.169998,115.285004,114.861000,114.934998,114.934998,1168
2024-03-05,114.824997,114.885002,114.004997,114.080002,114.080002,1540
2024-03-06,114.345001,114.851997,114.345001,114.672997,114.672997,2308
2024-03-07,114.306999,115.514999,114.194000,115.209000,115.209000,1512
2024-03-08,115.382004,115.660004,115.139999,115.212997,115.212997,1344
2024-03-11,114.541000,114.678001,114.026001,114.359001,114.359001,2413
2024-03-12,115.095001,115.734001,114.739998,115.580002,115.580002,1103
2024-03-13,115.709000,115.752998,115.218002,115.218002,115.218002,1019
2024-03-14,115.783997,115.834999,115.190002,115.427002,115.427002,982
2024-03-15,115.542000,115.785004,114.848999,114.837997,114.837997,349
2024-03-18,115.304001,115.775002,115.035004,115.723999,115.723999,2030
2024-03-19,115.622002,115.865997,115.220001,115.792999,115.792999,1454
2024-03-20,116.001999,116.384003,116.001999,116.200996,116.200996,1110
2024-03-21,117.241997,117.892998,117.005997,117.886002,117.886002,807
2024-03-22,117.754997,118.053001,117.505997,117.664001,117.664001,1435
2024-03-25,117.698997,117.698997,117.099998,117.432999,117.432999,1936
2024-03-26,117.461998,117.650002,117.309998,117.611000,117.611000,863
2024-03-27,117.589996,117.792000,117.400002,117.483002,117.483002,1941
2024-03-28,118.265999,118.393997,118.091003,118.336998,118.336998,1438
